Время (с),A0 (В)
8.206108331680298,2.627
8.219108581542969,2.706
8.227108716964722,2.471
8.239221811294556,2.412
8.247221946716309,2.157
8.25922179222107,2.255
8.268324136734009,2.078
8.280329465866089,2.196
8.288328647613525,2.000
8.29684829711914,2.196
8.30896520614624,2.255
8.316965579986572,2.608
8.328965902328491,2.373
8.337017059326172,2.451
8.350017070770264,2.451
8.3580162525177,2.627
8.370119094848633,2.255
8.378188371658325,2.392
8.3906991481781,2.392
8.398810863494873,2.608
8.411678314208984,2.314
8.419868469238281,2.569
8.42792558670044,2.294
8.440034627914429,2.294
8.448034286499023,2.039
8.46004343032837,2.588
8.4690420627594,2.627
8.4813072681427,2.824
8.4888174533844,2.608
8.500882625579834,2.608
8.509457349777222,2.627
8.521774053573608,2.765
8.530283212661743,2.333
8.5422842502594,2.451
8.550346374511719,2.412
8.558398246765137,2.608
8.571398496627808,2.431
8.57940149307251,2.451
8.591667890548706,2.118
8.599735021591187,2.294
8.611788749694824,2.255
8.619787693023682,2.353
8.628787755966187,2.098
8.640935897827148,2.529
8.648982524871826,2.451
8.660982847213745,2.588
8.66898250579834,2.353
8.681108474731445,2.333
8.68966007232666,2.000
8.70165729522705,2.098
8.71065902709961,2.373
8.722805738449097,2.549
8.730870962142944,2.431
8.742867469787598,2.882
8.750867366790771,2.647
8.759870290756226,2.706
8.771867036819458,2.412
8.779870748519897,2.608
8.79237699508667,2.392
8.800378799438477,2.431
8.812377452850342,2.373
8.820376873016357,2.451
8.833379030227661,2.235
8.841376781463623,2.471
8.849376678466797,2.588
8.86137843132019,2.706
8.87037706375122,2.471
8.882380485534668,2.510
8.889945030212402,2.078
8.903316259384155,2.431
8.911315202713013,2.412
8.923314571380615,2.333
8.93131422996521,2.137
8.93937635421753,2.431
8.952431440353394,2.471
8.960431575775146,2.765
8.972566604614258,2.588
8.980618476867676,2.667
8.993130683898926,2.333
9.001132488250732,2.451
9.01312804222107,2.451
9.021128177642822,2.863
9.034128904342651,2.569
9.042128086090088,2.745
9.054226636886597,2.549
9.062225580215454,2.549
9.07122540473938,2.176
9.08323359489441,2.627
9.090742111206055,2.392
9.103825569152832,2.471
9.11182427406311,2.294
9.123826265335083,2.627
9.131825685501099,2.549
9.140830516815186,2.843
9.152823448181152,2.294
9.160826206207275,2.608
9.172823429107666,2.490
